DBASSP3_11539	DBASSP3_11539
DRAMP00427	PPepDB_1632
DRAMP00427	PPepDB_2255
DRAMP00427	satpdb22454
DRAMP00427	DRAMP00441
DRAMP00427	PPepDB_1634
DRAMP00427	DRAMP00291
DRAMP00427	DRAMP00442
DRAMP00427	PPepDB_1635
DRAMP00427	DRAMP00443
DRAMP00427	PPepDB_1636
DRAMP00427	PPepDB_1637
DRAMP00427	DBASSP3_3189
DRAMP00427	AP02428
DRAMP00427	AP01683
DRAMP00427	E20482|DefensinBG452001|Barrelmedic(Medicagotruncatula)
DRAMP00427	E20483|DefensinTC85327|Barrelmedic(Medicagotruncatula)
DRAMP00427	CAMPSQ4493
DRAMP00427	DRAMP00449
DRAMP00427	E20484|DefensinCA990416|Barrelmedic(Medicagotruncatula)
DRAMP00427	satpdb11053
DRAMP00427	CAMPSQ4494
DRAMP00427	DBASSP3_9596
DRAMP00427	DRAMP18436
DRAMP00427	PPepDB_2199
DRAMP00427	CAMPSQ4495
DRAMP00427	PPepDB_2800
DRAMP00427	CAMPSQ4496
DRAMP00427	DRAMP00457
DRAMP00427	DRAMP00458
DRAMP00427	AP02736
DRAMP00427	DRAMP00460
DRAMP00427	PHYT00013
DRAMP00427	satpdb11532
DRAMP00427	DRAMP00461
DRAMP00427	PHYT00014
DRAMP00427	PHYT00015
DRAMP00427	satpdb19300
DRAMP00427	E09115|Defensin|commonsunflower(Helianthusannuus)
DRAMP00427	PPepDB_2067
DRAMP00427	E07215|Antimicrobialpeptide6|grape(Vitisvinifera)
DRAMP00427	PPepDB_2787
DRAMP00535	DRAMP00535
DRAMP00696	DRAMP00696
DRAMP01800	DRAMP01800
DRAMP01800	DBASSP3_3403
DRAMP01800	CAMPSQ3138
DRAMP01800	satpdb13527
DRAMP02670	DRAMP02670
DRAMP02670	satpdb13579
DRAMP02670	DBASSP3_1648
DRAMP02670	E01250|Neutrophilpeptide4|human(Homosapiens)
DRAMP02670	DRAMP03594
DRAMP02670	CAMPSQ396
DRAMP02670	AP00179
DRAMP02670	E23395|Neutrophildefensin4|chimpanzee(Pantroglodytes)
DRAMP02834	DRAMP02834
DRAMP02834	satpdb12094
DRAMP02834	CAMPSQ312
DRAMP02834	AP00234
DRAMP02834	satpdb13635
DRAMP02834	CAMPSQ51
DRAMP02834	satpdb10557
DRAMP03185	DRAMP03185
DRAMP03185	satpdb13711
DRAMP03185	CAMPSQ1562
DRAMP03185	DRAMP03186
DRAMP03185	CAMPSQ885
DRAMP03185	DBASSP3_1854
DRAMP03185	AP00731
DRAMP03185	AP00732
DRAMP03185	satpdb26342
DRAMP03185	DRAMP03648
DRAMP03185	CAMPSQ555
DRAMP03185	satpdb11597
DRAMP03185	DRAMP03642
DRAMP03185	AP00264
DRAMP03185	AP00265
DRAMP03185	DRAMP03649
DRAMP03185	CAMPSQ618
DRAMP03185	E01495|Gallinacin1|chicken(Gallusgallus)
DRAMP03185	E01494|Gallinacin1a|chicken(Gallusgallus)
DRAMP03185	satpdb27552
DRAMP03185	DRAMP18711
DRAMP03185	satpdb27262
DRAMP03185	satpdb15382
DRAMP03185	satpdb10858
DRAMP03185	DRAMP03286
DRAMP03185	AP01321
DRAMP03185	DBASSP3_2045
DRAMP03185	CAMPSQ989
DRAMP03185	E20449|Ostricacin2|commonostrich(Struthiocamelus)
DRAMP03778	DRAMP03778
DRAMP03778	DBASSP3_1666
DRAMP03778	CAMPSQ653
DRAMP03778	satpdb19233
DRAMP03915	DRAMP03915
DRAMP03915	DRAMP03919
DRAMP03915	DBASSP3_262
DRAMP18131	DRAMP18131
DRAMP18131	DBASSP3_4483
DRAMP18131	E11813|AntimicrobialpeptideHsAp1|Malaysianblackscorpion(Heterometrusspinifer)
DRAMP18131	E11814|AntimicrobialpeptideHsAp2|Malaysianblackscorpion(Heterometrusspinifer)
DRAMP18131	E11815|AntimicrobialpeptideHsAp3|Malaysianblackscorpion(Heterometrusspinifer)
DRAMP18131	E11816|AntimicrobialpeptideHsAp4|Malaysianblackscorpion(Heterometrusspinifer)
DRAMP18131	satpdb24340
DRAMP18131	CAMPSQ3756
DRAMP18131	AP02098
DRAMP18131	DRAMP18128
DRAMP18131	DRAMP18129
DRAMP18131	DRAMP18130
DRAMP20784	DRAMP20784
DRAMP20784	AP02689
DRAMP20784	DBASSP3_9057
AP01008	AP01008
AP01008	CAMPSQ930
AP01008	CAMPSQ880
AP01008	DBASSP3_1849
AP01008	satpdb23384
AP01008	DBASSP3_1956
AP01008	DRAMP02941
AP01008	E02434|Antimicrobialpeptide,TachystatinA1|AtlanticJapanesehorseshoecrab(Tachypleustridentatus)
AP01008	DRAMP02942
AP01008	satpdb26676
AP01008	CAMPSQ4327
AP01008	AP00154
AP01008	satpdb11549
AP01378	AP01378
AP01378	DBASSP3_5935
AP01378	CAMPSQ7512
AP02187	AP02187
AP02306	AP02306
AP02306	DBASSP3_5729
AP02306	satpdb15820
AP02306	E20311|CathelicidinLfCATH1|fragilewartfrog(Limnonectesfragilis)
AP02761	AP02761
AP02761	DRAMP18415
AP02761	DBASSP3_9592
AP02761	AP02729
AP02761	DRAMP18443
AP02761	E19628|AntimicrobialpeptideCon10|SouthAmericanscorpion(Opisthacanthuscayaporum)
AP02761	DBASSP3_9866
AP03087	AP03087
AP03087	AP00821
AP03087	E10932|Palustrin2ISa|Ishikawa'sfrog(Odorranaishikawae),granulartorrentfrog(Amolopsgranulosus)
AP03087	satpdb21455
AP03087	DBASSP3_1875
AP03087	DRAMP02256
AP03087	DRAMP01237
AP03087	DBASSP3_1816
AP03087	DRAMP01946
AP03087	CAMPSQ2903
AP03087	AP00120
AP03087	DBASSP3_2210
AP03087	DRAMP02237
AP03087	AP00566
AP03087	DBASSP3_8049
AP03087	DBASSP3_13623
AP03087	satpdb22855
AP03087	DBASSP3_4933
AP03087	satpdb16466
AP03087	CAMPSQ773
AP03087	DBASSP3_1478
AP03087	AP00587
AP03087	CAMPSQ435
AP03087	DBASSP3_1895
AP03087	DRAMP02033
AP03087	DBASSP3_8579
AP03087	satpdb25674
AP03087	satpdb26487
AP03087	DRAMP01947
AP03087	CAMPSQ2904
AP03087	DBASSP3_2424
AP03087	AP00822
AP03087	DRAMP01252
AP03087	DBASSP3_3398
AP03087	satpdb29044
AP03087	DBASSP3_3399
AP03087	DBASSP3_3400
AP03087	CAMPSQ3133
AP03087	CAMPSQ3134
AP03087	CAMPSQ3135
AP03087	AP00568
AP03087	AP01255
AP03087	CAMPSQ3136
AP03087	AP01256
AP03087	DBASSP3_1472
AP03087	satpdb10216
AP03087	satpdb13171
AP03087	DBASSP3_3396
AP03087	satpdb28026
AP03087	DBASSP3_3397
AP03087	CAMPSQ3223
AP03087	AP00407
AP03087	DBASSP3_3539
AP03087	AP01410
AP03087	CAMPSQ3232
AP03087	DBASSP3_12186
AP03087	AP00118
AP03087	satpdb19033
AP03087	E09760|Ranatuerin1VLb|CentralAmericanfrog(Lithobatesvaillanti)
AP03087	E09761|Ranatuerin1VLc|CentralAmericanfrog(Lithobatesvaillanti)
AP03087	DBASSP3_2172
AP03087	E20453|Ranatuerin2Ma|mountainyellowleggedfrog(Ranamuscosa)
AP03087	AP00124
AP03087	DBASSP3_4395
AP03087	satpdb19610
AP03087	DBASSP3_6166
AP03087	CAMPSQ433
AP03087	CAMPSQ439
AP03087	satpdb21808
AP03087	AP00887
AP03087	DBASSP3_4219
AP03087	DRAMP02244
AP03087	DBASSP3_1804
AP03087	DBASSP3_1805
AP03087	DRAMP02255
AP03087	AP02112
AP03087	DBASSP3_4230
AP03087	DBASSP3_12184
AP03087	E09759|Ranatuerin1VLa|CentralAmericanfrog(Lithobatesvaillanti)
AP03087	AP00119
AP03087	AP02268
AP03087	DBASSP3_1614
AP03087	DBASSP3_4382
AP03087	DBASSP3_1615
AP03087	DBASSP3_4383
AP03087	CAMPSQ434
AP03087	DBASSP3_3568
AP03087	satpdb16563
AP03087	satpdb17899
AP03087	DBASSP3_1595
AP03087	satpdb20384
AP03087	DBASSP3_1672
AP03087	AP01944
AP03087	CAMPSQ3645
AP03087	DBASSP3_1977
AP03087	DRAMP01547
AP03087	DBASSP3_10215
AP03087	AP02058
AP03087	DBASSP3_1887
AP03087	DBASSP3_8048
AP03087	satpdb11883
AP03087	E12049|Palustrin2CG1|Chungantorrentfrog(Amolopschunganensis)
AP03087	DRAMP01985
AP03087	DBASSP3_5841
AP03087	CAMPSQ4018
AP03087	DBASSP3_1604
AP03087	AP02266
AP03087	DRAMP18703
AP03087	DBASSP3_1601
AP03087	satpdb28383
AP03087	DBASSP3_1602
AP03087	DBASSP3_1603
AP03087	DBASSP3_6704
AP03087	DRAMP01974
CAMPSQ43	CAMPSQ43
CAMPSQ43	satpdb26828
CAMPSQ43	CAMPSQ44
CAMPSQ43	AP01011
CAMPSQ43	satpdb25857
CAMPSQ43	DBASSP3_536
CAMPSQ43	DRAMP03228
CAMPSQ43	DRAMP03227
CAMPSQ1119	CAMPSQ1119
CAMPSQ1119	PPepDB_633
CAMPSQ1119	DRAMP03637
CAMPSQ1119	satpdb21395
CAMPSQ3807	CAMPSQ3807
CAMPSQ3807	AP02160
CAMPSQ3807	DBASSP3_5792
CAMPSQ8245	CAMPSQ8245
CAMPSQ8245	DRAMP18651
CAMPSQ8245	DBASSP3_8002
DBASSP3_230	DBASSP3_230
DBASSP3_230	DBASSP3_5204
DBASSP3_230	DBASSP3_5205
DBASSP3_230	DBASSP3_5211
DBASSP3_230	DBASSP3_5213
DBASSP3_230	DBASSP3_5215
DBASSP3_560	DBASSP3_560
DBASSP3_910	DBASSP3_910
DBASSP3_1103	DBASSP3_1103
DBASSP3_1214	DBASSP3_1214
DBASSP3_1214	satpdb14974
DBASSP3_1214	CAMPSQ165
DBASSP3_1214	DRAMP03521
DBASSP3_1214	E07643|Prolinerichantimicrobialpeptide1|waxmoth(Galleriamellonella)
DBASSP3_1214	AP00748
DBASSP3_1430	DBASSP3_1430
DBASSP3_1430	E20349|Myeloidcathelicidin1|horse(Equuscaballus)
DBASSP3_1430	satpdb23547
DBASSP3_1430	AP00686
DBASSP3_1808	DBASSP3_1808
DBASSP3_1907	DBASSP3_1907
DBASSP3_2155	DBASSP3_2155
DBASSP3_2376	DBASSP3_2376
AP01009	AP01009
AP01009	CAMPSQ931
AP01009	satpdb20498
AP01009	DBASSP3_1851
AP01009	DRAMP02945
AP01009	satpdb13169
AP01301	AP01301
AP01301	DBASSP3_1504
AP01301	CAMPSQ749
AP01301	satpdb24917
AP01301	DRAMP01384
AP01380	AP01380
AP01380	E20576|Defensinbeta1|Europeanpondturtle(Emysorbicularis)
AP01380	CAMPSQ3933
AP01380	DRAMP02740
AP01380	DBASSP3_5161
AP01380	satpdb19316
AP01480	AP01480
AP01480	DBASSP3_1216
AP01480	satpdb22092
AP02261	AP02261
AP02382	AP02382
AP02382	AP02383
AP02382	DBASSP3_5514
AP02682	AP02682
AP02682	DBASSP3_8873
AP02682	DBASSP3_8875
AP02882	AP02882
AP02882	satpdb22365
AP02882	DBASSP3_3836
AP02882	DBASSP3_3837
AP02882	DRAMP03007
AP02882	satpdb27597
AP02882	E10450|Osmin|solitarybee(Osmiarufa)
AP02882	CAMPSQ3948
CAMPSQ136	CAMPSQ136
CAMPSQ136	DRAMP02987
CAMPSQ136	DRAMP02988
CAMPSQ136	CAMPSQ1141
CAMPSQ136	satpdb22478
CAMPSQ136	satpdb25276
CAMPSQ136	AP02866
CAMPSQ136	AP02870
CAMPSQ196	CAMPSQ196
CAMPSQ196	AP00366
CAMPSQ196	satpdb24401
CAMPSQ196	DRAMP02855
CAMPSQ196	DBASSP3_2265
CAMPSQ569	CAMPSQ569
CAMPSQ569	DRAMP03476
CAMPSQ569	satpdb24665
CAMPSQ923	CAMPSQ923
CAMPSQ923	DBASSP3_5086
CAMPSQ923	AP01150
CAMPSQ923	satpdb27955
CAMPSQ923	DRAMP02792
CAMPSQ923	E04461|Scarabaecin36|coconutrhinocerosbeetle(Oryctesrhinoceros)
CAMPSQ923	E04460|Scarabaecin38|coconutrhinocerosbeetle(Oryctesrhinoceros)
CAMPSQ1120	CAMPSQ1120
CAMPSQ1120	satpdb13470
CAMPSQ1120	DRAMP00272
CAMPSQ1120	PPepDB_607
CAMPSQ1120	satpdb19032
CAMPSQ1120	PPepDB_646
CAMPSQ1120	DRAMP01053
CAMPSQ1120	CAMPSQ2026
CAMPSQ2731	CAMPSQ2731
CAMPSQ3083	CAMPSQ3083
CAMPSQ3083	PPepDB_1551
CAMPSQ3083	AP01160
CAMPSQ3083	DRAMP00748
CAMPSQ3401	CAMPSQ3401
CAMPSQ3401	DBASSP3_3940
CAMPSQ3401	satpdb18533
CAMPSQ3401	satpdb18644
CAMPSQ3401	AP01648
CAMPSQ3604	CAMPSQ3604
CAMPSQ3604	satpdb20843
CAMPSQ3604	DRAMP01319
CAMPSQ3604	DBASSP3_5835
CAMPSQ4601	CAMPSQ4601
CAMPSQ4601	satpdb22686
CAMPSQ8139	CAMPSQ8139
CAMPSQ8246	CAMPSQ8246
CAMPSQ8246	DRAMP18652
CAMPSQ8246	DBASSP3_8003
DBASSP3_523	DBASSP3_523
DBASSP3_523	DBASSP3_522
DBASSP3_523	DBASSP3_521
DBASSP3_523	DBASSP3_520
DBASSP3_561	DBASSP3_561
DBASSP3_561	CAMPSQ47
DBASSP3_561	satpdb11359
DBASSP3_561	AP01014
DBASSP3_561	AP01015
DBASSP3_561	satpdb10896
DBASSP3_561	satpdb19773
DBASSP3_561	CAMPSQ4328
DBASSP3_561	DBASSP3_499
DBASSP3_561	DRAMP03231
DBASSP3_561	DRAMP03232
DBASSP3_561	satpdb11573
DBASSP3_911	DBASSP3_911
DBASSP3_998	DBASSP3_998
DBASSP3_998	CAMPSQ868
DBASSP3_998	DRAMP02363
DBASSP3_998	CAMPSQ356
DBASSP3_998	satpdb22962
DBASSP3_998	satpdb29004
DBASSP3_1215	DBASSP3_1215
DBASSP3_1363	DBASSP3_1363
DBASSP3_1363	DBASSP3_1364
DBASSP3_1363	DBASSP3_1365
DBASSP3_1363	DBASSP3_1366
DBASSP3_1363	DBASSP3_1367
DBASSP3_1363	DBASSP3_1368
DBASSP3_1363	DBASSP3_1369
DBASSP3_1431	DBASSP3_1431
DBASSP3_1431	E20350|Myeloidcathelicidin2|horse(Equuscaballus)
DBASSP3_1431	AP00687
DBASSP3_1431	satpdb12966
DBASSP3_1494	DBASSP3_1494
DBASSP3_1494	satpdb21537
DBASSP3_1494	DRAMP01377
DBASSP3_1494	CAMPSQ707
DBASSP3_1494	AP01296
DBASSP3_1649	DBASSP3_1649
DBASSP3_1649	DRAMP01000
DBASSP3_1649	E05337|Antifungalpeptide,Ascalin|shallot(Alliumascalonicum)
DBASSP3_1649	CAMPSQ497
DBASSP3_1649	satpdb22936
DBASSP3_1649	PPepDB_2161
DBASSP3_1908	DBASSP3_1908
DBASSP3_1908	E02423|DefensinSo7|spinach(Spinaciaoleracea)
DBASSP3_1908	DRAMP00408
DBASSP3_1908	AP00292
DBASSP3_1908	PPepDB_2174
DBASSP3_2281	DBASSP3_2281
DBASSP3_2281	AP03202
DBASSP3_2281	AP03324
DBASSP3_2281	DBASSP3_1589
DBASSP3_2380	DBASSP3_2380
DBASSP3_2489	DBASSP3_2489
DBASSP3_2489	DBASSP3_2487
DBASSP3_2489	DBASSP3_2488
DBASSP3_2489	DBASSP3_2490
DBASSP3_2586	DBASSP3_2586
DBASSP3_2674	DBASSP3_2674
DBASSP3_2719	DBASSP3_2719
DBASSP3_2823	DBASSP3_2823
AP01481	AP01481
AP01481	DBASSP3_1217
AP01481	satpdb25191
AP02189	AP02189
AP02189	satpdb14175
AP02189	DRAMP18218
AP02262	AP02262
AP02262	DBASSP3_1590
AP02262	DRAMP18699
AP02262	satpdb19193
AP02262	CAMPSQ4014
AP02883	AP02883
AP02883	DBASSP3_8943
AP02883	DBASSP3_8944
AP02883	DBASSP3_8945
AP02883	DBASSP3_8946
AP02883	DBASSP3_8947
AP02883	DBASSP3_8948
AP02883	E20128|Codesane|solitarywildbee(Colletesdaviesanus)
AP03106	AP03106
CAMPSQ45	CAMPSQ45
CAMPSQ45	CAMPSQ46
CAMPSQ45	AP01012
CAMPSQ45	AP01013
CAMPSQ45	satpdb13287
CAMPSQ45	satpdb19943
CAMPSQ45	satpdb21207
CAMPSQ45	satpdb21645
CAMPSQ45	DBASSP3_550
CAMPSQ45	DRAMP03229
CAMPSQ45	DRAMP03230
CAMPSQ45	DBASSP3_557
CAMPSQ322	CAMPSQ322
CAMPSQ322	AP00404
CAMPSQ322	DRAMP02822
CAMPSQ465	CAMPSQ465
CAMPSQ465	CAMPSQ194
CAMPSQ465	DBASSP3_5530
CAMPSQ465	DRAMP01649
CAMPSQ465	DRAMP01668
CAMPSQ465	DBASSP3_12112
CAMPSQ465	CAMPSQ332
CAMPSQ465	CAMPSQ4390
CAMPSQ465	satpdb13357
CAMPSQ465	DRAMP01632
CAMPSQ465	AP03039
CAMPSQ465	DRAMP01669
CAMPSQ465	satpdb28193
CAMPSQ465	E01326|DermaseptinII|Sauvage'sleaffrog(Phyllomedusasauvagei)
CAMPSQ465	DRAMP01710
CAMPSQ465	satpdb28956
CAMPSQ465	AP00293
CAMPSQ465	DBASSP3_991
CAMPSQ465	AP00157
CAMPSQ465	AP00158
CAMPSQ465	E05024|DermaseptinDSVIII|Sauvage'sleaffrog(Phyllomedusasauvagei)
CAMPSQ861	CAMPSQ861
CAMPSQ861	satpdb26424
CAMPSQ861	satpdb10872
CAMPSQ861	AP00777
CAMPSQ861	DRAMP02347
CAMPSQ861	DBASSP3_1410
CAMPSQ924	CAMPSQ924
CAMPSQ924	CAMPSQ3078
CAMPSQ924	AP01153
CAMPSQ924	DRAMP02937
CAMPSQ924	DBASSP3_2242
CAMPSQ1958	CAMPSQ1958
CAMPSQ1958	CAMPSQ1959
CAMPSQ1958	CAMPSQ1960
CAMPSQ1958	DRAMP03668
CAMPSQ1958	DRAMP03669
CAMPSQ1958	DRAMP03670
CAMPSQ2885	CAMPSQ2885
CAMPSQ2885	AP00787
CAMPSQ2885	DBASSP3_1409
CAMPSQ2885	satpdb23772
CAMPSQ2885	DRAMP02362
CAMPSQ2885	satpdb14772
CAMPSQ3084	CAMPSQ3084
CAMPSQ3084	DRAMP03557
CAMPSQ3084	DBASSP3_3859
CAMPSQ3084	AP01161
CAMPSQ3084	AP00429
CAMPSQ3084	DRAMP02980
CAMPSQ3084	DBASSP3_1894
CAMPSQ3084	DBASSP3_2049
CAMPSQ3200	CAMPSQ3200
CAMPSQ3200	satpdb24847
CAMPSQ3200	DRAMP02802
CAMPSQ3402	CAMPSQ3402
CAMPSQ3402	DBASSP3_4321
CAMPSQ3402	satpdb27112
CAMPSQ3402	DRAMP02511
CAMPSQ3402	AP01650
CAMPSQ3611	CAMPSQ3611
CAMPSQ3611	DBASSP3_3821
CAMPSQ3611	satpdb18258
CAMPSQ3961	CAMPSQ3961
CAMPSQ3961	PPepDB_1528
CAMPSQ3961	DRAMP01057
CAMPSQ4602	CAMPSQ4602
CAMPSQ8140	CAMPSQ8140
CAMPSQ8140	DRAMP20911
CAMPSQ8140	PPepDB_685
DBASSP3_836	DBASSP3_836
DBASSP3_836	DBASSP3_837
DBASSP3_836	DBASSP3_51
DBASSP3_877	DBASSP3_877
DBASSP3_877	satpdb14051
DBASSP3_877	DBASSP3_8808
DBASSP3_877	AP02447
DBASSP3_877	DBASSP3_878
DBASSP3_999	DBASSP3_999
DBASSP3_999	CAMPSQ869
DBASSP3_999	AP00789
DBASSP3_999	satpdb25876
DBASSP3_999	DRAMP02364
DBASSP3_999	satpdb15279
DBASSP3_999	satpdb28905
DBASSP3_999	CAMPSQ357
DBASSP3_1124	DBASSP3_1124
DBASSP3_1432	DBASSP3_1432
DBASSP3_1432	E20351|Myeloidcathelicidin3|horse(Equuscaballus)
DBASSP3_1432	DBASSP3_1433
DBASSP3_1432	AP00688
DBASSP3_1432	satpdb23796
DBASSP3_1608	DBASSP3_1608
DBASSP3_1608	DBASSP3_1606
DBASSP3_1608	DBASSP3_1605
DBASSP3_1608	CAMPSQ4019
DBASSP3_1608	DBASSP3_1607
DBASSP3_1608	AP02267
DBASSP3_1608	satpdb24727
DBASSP3_1608	DRAMP18704
DBASSP3_1650	DBASSP3_1650
DBASSP3_1650	DRAMP01003
DBASSP3_1650	PPepDB_2082
DBASSP3_1650	satpdb17104
DBASSP3_1650	CAMPSQ519
DBASSP3_2157	DBASSP3_2157
DBASSP3_2282	DBASSP3_2282
DBASSP3_2282	satpdb22122
DBASSP3_2282	CAMPSQ3327
DBASSP3_2282	AP01547
DBASSP3_2282	satpdb19836
DBASSP3_2383	DBASSP3_2383
DBASSP3_2383	CAMPSQ687
DBASSP3_2383	satpdb22390
DBASSP3_2383	DBASSP3_1439
DBASSP3_2383	AP00367
DBASSP3_2383	DRAMP02854
DBASSP3_2383	DRAMP02912
DBASSP3_2383	satpdb12888
DBASSP3_2383	CAMPSQ877
DBASSP3_2383	DBASSP3_5229
DBASSP3_2383	DBASSP3_1073
DBASSP3_2383	DBASSP3_1485
DBASSP3_2383	AP00155
DBASSP3_2588	DBASSP3_2588
DBASSP3_2720	DBASSP3_2720
DBASSP3_2720	AP00555
DBASSP3_2720	DBASSP3_2721
DBASSP3_2720	DBASSP3_2722
DBASSP3_2720	DBASSP3_2724
DBASSP3_2720	DBASSP3_2723
DBASSP3_2720	DBASSP3_2725
DBASSP3_2720	DBASSP3_2726
DBASSP3_2720	DBASSP3_2727
DBASSP3_2720	DBASSP3_2728
DBASSP3_2720	DBASSP3_1718
DBASSP3_2720	satpdb26773
DBASSP3_2826	DBASSP3_2826
DBASSP3_15071	DBASSP3_15071
DBASSP3_15959	DBASSP3_15959
DBASSP3_16013	DBASSP3_16013
DBASSP3_16132	DBASSP3_16132
DBASSP3_16336	DBASSP3_16336
DBASSP3_16452	DBASSP3_16452
DBASSP3_16811	DBASSP3_16811
DBASSP3_17130	DBASSP3_17130
DBASSP3_17454	DBASSP3_17454
DBASSP3_17454	DBASSP3_17432
DBASSP3_17454	DBASSP3_17433
DBASSP3_17454	DBASSP3_17434
DBASSP3_17597	DBASSP3_17597
DBASSP3_17802	DBASSP3_17802
DBASSP3_17802	DBASSP3_17801
DBASSP3_17802	DBASSP3_17795
DBASSP3_17802	DBASSP3_17796
DBASSP3_17842	DBASSP3_17842
DBASSP3_18040	DBASSP3_18040
DBASSP3_18349	DBASSP3_18349
DBASSP3_18582	DBASSP3_18582
DRAMP01253	DRAMP01253
DRAMP01253	AP00569
DRAMP01253	CAMPSQ775
DRAMP01253	DBASSP3_1480
DRAMP01253	satpdb17188
DRAMP04025	DRAMP04025
DRAMP04025	DBASSP3_1730
DRAMP00509	DRAMP00509
DRAMP00573	DRAMP00573
DRAMP00670	DRAMP00670
DRAMP00670	DRAMP00669
DRAMP00702	DRAMP00702
DRAMP01001	DRAMP01001
DRAMP01001	satpdb21193
DRAMP01001	CAMPSQ490
DRAMP01001	PPepDB_3801
DRAMP02375	DRAMP02375
DRAMP02375	CAMPSQ393
DRAMP02375	DBASSP3_1231
DRAMP02375	satpdb18107
DRAMP02375	AP00492
DRAMP02375	satpdb19724
DRAMP18237	DRAMP18237
DRAMP18237	DRAMP18239
DRAMP18203	DRAMP18203
DRAMP18203	DBASSP3_9597
DRAMP18203	DRAMP18441
DRAMP18203	AP02731
DRAMP18409	DRAMP18409
DRAMP18409	AP02770
DRAMP18409	DBASSP3_9919
DRAMP21175	DRAMP21175
DRAMP21175	DBASSP3_8915
DRAMP21175	DBASSP3_8913
DRAMP21175	DRAMP21179
DRAMP21175	DRAMP21178
DRAMP21175	DBASSP3_8918
DRAMP21175	DBASSP3_8919
DRAMP21175	DRAMP21173
DRAMP21175	DBASSP3_8914
DRAMP21175	DRAMP21174
E13018|DiketopiperazinePL[P1modified]|bacterium:Bacilluscereus	E13018|DiketopiperazinePL[P1modified]|bacterium:Bacilluscereus
E13018|DiketopiperazinePL[P1modified]|bacterium:Bacilluscereus	DBASSP3_6739
E13018|DiketopiperazinePL[P1modified]|bacterium:Bacilluscereus	DBASSP3_6740
E04145|Histatin10|human(Homosapiens)	E04145|Histatin10|human(Homosapiens)
E04145|Histatin10|human(Homosapiens)	DBASSP3_737
E04145|Histatin10|human(Homosapiens)	satpdb10867
E04145|Histatin10|human(Homosapiens)	E04143|Histatin8|human(Homosapiens)
E04145|Histatin10|human(Homosapiens)	CAMPSQ2790
E04145|Histatin10|human(Homosapiens)	DRAMP03583
E04145|Histatin10|human(Homosapiens)	AP00523
E04145|Histatin10|human(Homosapiens)	satpdb16883
E04145|Histatin10|human(Homosapiens)	E04144|Histatin9|human(Homosapiens)
E04145|Histatin10|human(Homosapiens)	AP00803
E04145|Histatin10|human(Homosapiens)	DRAMP03584
E04145|Histatin10|human(Homosapiens)	DBASSP3_730
E04145|Histatin10|human(Homosapiens)	E04142|Histatin7|human(Homosapiens)
E04145|Histatin10|human(Homosapiens)	satpdb17803
E04145|Histatin10|human(Homosapiens)	AP00802
E04145|Histatin10|human(Homosapiens)	DRAMP03582
E04145|Histatin10|human(Homosapiens)	E05602|Histatin3[1424]|human(Homosapiens)
E04145|Histatin10|human(Homosapiens)	E05603|Histatin3[1425]|human(Homosapiens)
E04145|Histatin10|human(Homosapiens)	DBASSP3_495
PPepDB_3351	PPepDB_3351
PPepDB_3508	PPepDB_3508
satpdb14132	satpdb14132
satpdb16314	satpdb16314
satpdb16314	satpdb29107
satpdb22438	satpdb22438
satpdb22438	DRAMP00296
satpdb22438	PPepDB_1454
satpdb22438	CAMPSQ3985
AP00553	AP00553
AP00553	satpdb24206
AP00553	CAMPSQ7
AP00553	DRAMP00409
AP00553	PPepDB_3389
AP00553	PPepDB_2101
AP00553	DBASSP3_500
AP01247	AP01247
AP01247	DBASSP3_1947
AP01247	DRAMP03017
AP01247	E07842|AntimicrobialpeptideVESPV1|HongKongwasp(Vespabivolor)
AP02197	AP02197
AP02197	DRAMP04673
AP02197	satpdb17573
AP02700	AP02700
AP02700	DBASSP3_9127
AP02700	E19512|AntimicrobialpeptideISGCock_Contig16_4974|Americancockroach(Periplanetaamericana)
AP02899	AP02899
AP02899	DBASSP3_10591
AP02899	E19805|CathelicidinAsCATH5|Chinesealligator(Alligatorsinensis)
CAMPSQ341	CAMPSQ341
CAMPSQ341	DBASSP3_11384
CAMPSQ341	satpdb25466
CAMPSQ341	DRAMP02828
CAMPSQ695	CAMPSQ695
CAMPSQ695	AP01298
CAMPSQ695	satpdb23621
CAMPSQ695	DBASSP3_1499
CAMPSQ695	DRAMP01380
CAMPSQ695	AP01881
CAMPSQ695	DRAMP01402
CAMPSQ695	DRAMP01403
CAMPSQ695	CAMPSQ3576
CAMPSQ695	DBASSP3_3728
CAMPSQ695	DBASSP3_3729
CAMPSQ695	satpdb25183
CAMPSQ695	AP01869
CAMPSQ695	satpdb18245
CAMPSQ695	CAMPSQ3588
CAMPSQ2476	CAMPSQ2476
CAMPSQ2476	PPepDB_1045
CAMPSQ2476	satpdb20142
CAMPSQ3968	CAMPSQ3968
CAMPSQ3968	CAMPSQ3941
CAMPSQ3968	PPepDB_1468
CAMPSQ3968	PPepDB_1469
CAMPSQ5782	CAMPSQ5782
CAMPSQ5782	DRAMP04677
CAMPSQ5782	DRAMP04676
CAMPSQ5782	DRAMP01715
CAMPSQ5782	DRAMP01714
CAMPSQ5782	DRAMP01716
CAMPSQ5782	DRAMP02896
CAMPSQ8147	CAMPSQ8147
CAMPSQ8147	CAMPSQ8149
CAMPSQ8147	CAMPSQ8150
CAMPSQ8147	CAMPSQ8151
CAMPSQ8147	AP02811
CAMPSQ8147	DRAMP18380
