,qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,DataBases,Code_SP,Name_SP,Organism_SP
856,satpdb12175,sp|P20346|DF322_SOLTU,94.7,19,1,0,1,19,28,46,3.08e-07,43.5,SATPDB,P20346,DF322,SOLTU
858,satpdb12176,sp|P84387|XT1_XENTR,63.0,27,10,0,1,27,1,27,2.49e-05,38.1,SATPDB,P84387,XT1,XENTR
859,satpdb12182,sp|P86019|RAN2R_PELRI,88.2,17,2,0,1,17,1,17,6.03e-05,36.6,SATPDB,P86019,RAN2R,PELRI
860,satpdb12240,sp|Q39313|DEF3_BRANA,83.3,48,8,0,2,49,32,79,6.43e-28,97.4,SATPDB,Q39313,DEF3,BRANA
885,satpdb12266,sp|P85170|CTHL3_CAPHI,100.0,26,0,0,1,26,1,26,1.92e-13,58.5,SATPDB,P85170,CTHL3,CAPHI
886,satpdb12275,sp|P15516|HIS3_HUMAN,100.0,21,0,0,1,21,31,51,1.77e-08,46.2,SATPDB,P15516,HIS3,HUMAN
887,satpdb12283,sp|A7WNV5|E2PLA_LITPA,100.0,37,0,0,1,37,42,78,1.83e-19,75.5,SATPDB,A7WNV5,E2PLA,LITPA
906,satpdb12295,sp|P83082|M3H2_BOMMX,100.0,20,0,0,1,20,124,143,0.000118,38.1,SATPDB,P83082,M3H2,BOMMX
915,satpdb12312,sp|P82592|CECA_AEDAE,100.0,33,0,0,1,33,24,56,4.17e-14,61.2,SATPDB,P82592,CECA,AEDAE
928,satpdb12319,sp|P14666|CEC4_BOMMO,88.6,35,4,0,1,35,1,35,2.19e-16,66.6,SATPDB,P14666,CEC4,BOMMO
953,satpdb12338,sp|Q7TNV9|DFB14_MOUSE,100.0,45,0,0,1,45,23,67,1.36e-28,98.6,SATPDB,Q7TNV9,DFB14,MOUSE
962,satpdb12339,sp|P85071|NIG2A_ODOGR,90.5,21,2,0,1,21,46,66,4.69e-06,40.4,SATPDB,P85071,NIG2A,ODOGR
965,satpdb12368,sp|P69017|AUR21_RANAE,100.0,16,0,0,1,16,1,16,0.000165,35.4,SATPDB,P69017,AUR21,RANAE
968,satpdb12375,sp|P82290|CECA_ANOGA,100.0,35,0,0,1,35,24,58,9.34e-16,65.5,SATPDB,P82290,CECA,ANOGA
981,satpdb12378,sp|Q90VW7|PLE3_PSEAM,100.0,24,0,0,1,24,23,46,1.61e-11,54.3,SATPDB,Q90VW7,PLE3,PSEAM
982,satpdb12401,sp|B3A0M3|B2JD_ODOJI,90.9,33,3,0,1,33,1,33,5.79e-13,57.8,SATPDB,B3A0M3,B2JD,ODOJI
996,satpdb12410,sp|P56386|DEFB1_MOUSE,100.0,37,0,0,1,37,33,69,1.3299999999999999e-24,88.2,SATPDB,P56386,DEFB1,MOUSE
1018,satpdb12414,sp|F1T151|ES2IA_ODOIS,100.0,37,0,0,1,37,42,78,2.59e-19,75.1,SATPDB,F1T151,ES2IA,ODOIS
1043,satpdb12426,sp|P0DQK2|B1SPD_LITST,100.0,20,0,0,1,20,1,20,1.26e-07,43.5,SATPDB,P0DQK2,B1SPD,LITST
1046,satpdb12428,sp|Q58T42|M4H34_BOMMX,95.0,20,1,0,1,20,119,138,1.51e-05,40.4,SATPDB,Q58T42,M4H34,BOMMX
1071,satpdb12448,sp|C0HK89|CPFB1_XENBO,100.0,28,0,0,1,28,1,28,8.74e-13,57.0,SATPDB,C0HK89,CPFB1,XENBO
1073,satpdb12499,sp|O24006|AMP_IMPBA,70.0,20,6,0,1,20,55,74,3.44e-05,40.0,SATPDB,O24006,AMP,IMPBA
1074,satpdb12509,sp|P49913|CAMP_HUMAN,100.0,23,0,0,1,23,134,156,5.89e-08,47.4,SATPDB,P49913,CAMP,HUMAN
1082,satpdb12520,sp|B3A0M7|NIG2B_ODOJI,81.0,21,4,0,1,21,1,21,2.66e-07,42.7,SATPDB,B3A0M7,NIG2B,ODOJI
1086,satpdb12527,sp|P14215|PPM1_LIMPO,100.0,18,0,0,1,18,1,18,1.4e-08,45.8,SATPDB,P14215,PPM1,LIMPO
1093,satpdb12555,sp|A1Z0M0|HEPC_LARCR,95.0,20,1,0,1,20,66,85,4.4e-09,48.5,SATPDB,A1Z0M0,HEPC,LARCR
1095,satpdb12567,sp|P49913|CAMP_HUMAN,100.0,30,0,0,1,30,141,170,3.25e-12,58.9,SATPDB,P49913,CAMP,HUMAN
1110,satpdb12576,sp|Q2UXR1|LDN4_ODOLI,94.6,37,2,0,1,37,42,78,3.69e-19,74.7,SATPDB,Q2UXR1,LDN4,ODOLI
1135,satpdb12581,sp|P11478|DEF1A_CAVPO,100.0,31,0,0,1,31,63,93,4.17e-19,74.7,SATPDB,P11478,DEF1A,CAVPO
1142,satpdb12594,sp|P82317|DEF2_MACMU,100.0,30,0,0,1,30,1,30,4.58e-20,75.5,SATPDB,P82317,DEF2,MACMU
1152,satpdb12661,sp|P81056|PEN1_PENVA,100.0,31,0,0,1,31,1,31,8.13e-19,72.8,SATPDB,P81056,PEN1,PENVA
1164,satpdb12678,sp|P81570|DEFD3_SPIOL,100.0,25,0,0,1,25,1,25,1.05e-12,56.6,SATPDB,P81570,DEFD3,SPIOL
1169,satpdb12685,sp|P39080|PGQ_XENLA,100.0,24,0,0,1,24,1,24,7.93e-10,49.3,SATPDB,P39080,PGQ,XENLA
1170,satpdb12699,sp|P82834|BR1BB_LITBE,100.0,24,0,0,1,24,1,24,1.95e-10,50.8,SATPDB,P82834,BR1BB,LITBE
1195,satpdb12716,sp|P82319|DEF4_MACMU,100.0,32,0,0,1,32,63,94,6.36e-19,74.3,SATPDB,P82319,DEF4,MACMU
1207,satpdb12776,sp|Q5SC59|ANN2_AREMA,100.0,21,0,0,1,21,182,202,2.63e-09,51.2,SATPDB,Q5SC59,ANN2,AREMA
1209,satpdb12795,sp|C0HL71|B2GRC_ODOGR,63.6,33,12,0,1,33,1,33,2.54e-07,43.9,SATPDB,C0HL71,B2GRC,ODOGR
1216,satpdb12796,sp|B3A0M3|B2JD_ODOJI,93.9,33,2,0,1,33,1,33,2.44e-14,61.2,SATPDB,B3A0M3,B2JD,ODOJI
1235,satpdb12798,sp|P85070|NIG2C_ODOGR,100.0,21,0,0,1,21,47,67,7.21e-08,45.1,SATPDB,P85070,NIG2C,ODOGR
1239,satpdb12800,sp|P49934|PG5_PIG,100.0,18,0,0,1,18,131,148,1.82e-08,48.1,SATPDB,P49934,PG5,PIG
1244,satpdb12802,sp|O24006|AMP_IMPBA,80.0,20,4,0,1,20,55,74,8.05e-07,44.7,SATPDB,O24006,AMP,IMPBA
1245,satpdb12845,sp|P81941|PLE1_PSEAM,64.0,25,9,0,1,25,23,47,0.000788,35.0,SATPDB,P81941,PLE1,PSEAM
1247,satpdb12847,sp|P10645|CMGA_HUMAN,100.0,30,0,0,1,30,59,88,8.93e-12,59.3,SATPDB,P10645,CMGA,HUMAN
1254,satpdb12855,sp|A0A1S6EK91|MO1_MOROL,71.4,42,12,0,1,42,21,62,1.8e-17,70.9,SATPDB,A0A1S6EK91,MO1,MOROL
1279,satpdb12887,sp|P01541|THN_DENCL,71.1,45,13,0,1,45,1,45,4.29e-20,76.6,SATPDB,P01541,THN,DENCL
1304,satpdb12888,sp|P49928|SC51_SHEEP,100.0,29,0,0,1,29,132,160,1.87e-12,59.3,SATPDB,P49928,SC51,SHEEP
1306,satpdb12894,sp|P83416|VIRE_HELVI,55.3,38,17,0,1,38,2,39,1.35e-07,44.7,SATPDB,P83416,VIRE,HELVI
1309,satpdb12976,sp|P17737|AFP_ASPGI,95.9,49,2,0,1,49,45,93,5.270000000000001e-32,108.0,SATPDB,P17737,AFP,ASPGI
1310,satpdb12988,sp|P33716|CMGA_STRCA,95.0,20,1,0,1,20,41,60,6.56e-06,40.8,SATPDB,P33716,CMGA,STRCA
1317,satpdb13047,sp|P86973|DEF2_NIGSA,100.0,50,0,0,1,50,1,50,2.1700000000000002e-37,120.0,SATPDB,P86973,DEF2,NIGSA
1342,satpdb13076,sp|P82396|AUR33_RANRN,100.0,17,0,0,1,17,1,17,0.000172,35.4,SATPDB,P82396,AUR33,RANRN
1345,satpdb13088,sp|P83653|ALO3_ACRLO,79.4,34,7,0,1,34,1,34,2.02e-18,71.6,SATPDB,P83653,ALO3,ACRLO
1349,satpdb13110,sp|Q800R4|PTC1_PHYBI,100.0,26,0,0,1,26,45,70,2.95e-09,48.9,SATPDB,Q800R4,PTC1,PHYBI
1350,satpdb13132,sp|E1AWD6|B2CG1_AMOCU,97.1,34,0,1,1,34,42,74,1.8e-13,60.1,SATPDB,E1AWD6,B2CG1,AMOCU
1362,satpdb13137,sp|P69023|AUR32_RANAE,100.0,17,0,0,1,17,1,17,2.11e-05,37.7,SATPDB,P69023,AUR32,RANAE
1367,satpdb13162,sp|P84971|DEF4_TRIKH,100.0,45,0,0,1,45,1,45,4.06e-31,104.0,SATPDB,P84971,DEF4,TRIKH
1392,satpdb13169,sp|P0C200|TACHC_TACTR,100.0,41,0,0,1,41,1,41,4.45e-31,103.0,SATPDB,P0C200,TACHC,TACTR
1393,satpdb13171,sp|P0C5X5|B2DYE_RANDY,70.3,37,11,0,1,37,1,37,1.49e-12,57.0,SATPDB,P0C5X5,B2DYE,RANDY
1414,satpdb13178,sp|C0HL82|AMPD1_STEME,100.0,50,0,0,1,50,32,81,6.029999999999999e-38,122.0,SATPDB,C0HL82,AMPD1,STEME
1439,satpdb13188,sp|P26339|CMGA_MOUSE,100.0,19,0,0,1,19,65,83,0.000211,37.7,SATPDB,P26339,CMGA,MOUSE
1445,satpdb13214,sp|P82877|RLCB_LITCL,100.0,20,0,0,1,20,1,20,3.09e-08,45.1,SATPDB,P82877,RLCB,LITCL
1448,satpdb13224,sp|P82417|GTX3D_NEOGO,100.0,29,0,0,1,29,1,29,1.93e-14,61.2,SATPDB,P82417,GTX3D,NEOGO
1459,satpdb13256,sp|P82102|MYNB_MYTGA,100.0,40,0,0,1,40,21,60,9.91e-28,97.1,SATPDB,P82102,MYNB,MYTGA
1461,satpdb13266,sp|Q2UXR4|LDN1_ODOLI,95.8,24,1,0,1,24,45,68,7.33e-09,47.8,SATPDB,Q2UXR4,LDN1,ODOLI
1465,satpdb13287,sp|Q1ELU3|LAT3A_LACTA,100.0,20,0,0,1,20,62,81,7.04e-05,37.7,SATPDB,Q1ELU3,LAT3A,LACTA
1467,satpdb13304,sp|C3RT23|RUG1_LIMKU,90.9,33,3,0,1,33,43,75,2.15e-14,62.4,SATPDB,C3RT23,RUG1,LIMKU
1481,satpdb13355,sp|E7EKH2|B1SN2_SYLSP,83.3,24,4,0,1,24,48,71,1.05e-06,42.4,SATPDB,E7EKH2,B1SN2,SYLSP
1483,satpdb13357,sp|P80278|DRS2_PHYSA,100.0,34,0,0,1,34,1,34,3.82e-16,65.9,SATPDB,P80278,DRS2,PHYSA
1493,satpdb13411,sp|P04237|HBA_TRAST,100.0,29,0,0,1,29,32,60,5.11e-15,65.5,SATPDB,P04237,HBA,TRAST
1518,satpdb13470,sp|P83957|TLP_CASCH,100.0,15,0,0,1,15,1,15,2.39e-06,40.0,SATPDB,P83957,TLP,CASCH
1520,satpdb13501,sp|Q8UUG0|MORO_MORSA,95.7,23,1,0,1,23,23,45,1.1e-09,50.1,SATPDB,Q8UUG0,MORO,MORSA
1524,satpdb13530,sp|P80214|PLNA_LACPL,95.2,21,1,0,1,21,27,47,6.82e-06,39.7,SATPDB,P80214,PLNA,LACPL
1525,satpdb13537,sp|P84387|XT1_XENTR,88.9,27,3,0,1,27,1,27,3.95e-11,52.8,SATPDB,P84387,XT1,XENTR
1526,satpdb13579,sp|P12838|DEF4_HUMAN,100.0,33,0,0,1,33,64,96,2.51e-19,75.5,SATPDB,P12838,DEF4,HUMAN
1528,satpdb13603,sp|P82841|BR1PA_LITPI,95.8,24,1,0,1,24,1,24,2.66e-08,45.4,SATPDB,P82841,BR1PA,LITPI
1553,satpdb13623,sp|C3RT23|RUG1_LIMKU,93.9,33,2,0,1,33,43,75,1.07e-14,63.2,SATPDB,C3RT23,RUG1,LIMKU
1565,satpdb13627,sp|P83141|AFP1L_MALPA,100.0,15,0,0,1,15,1,15,5.58e-05,36.6,SATPDB,P83141,AFP1L,MALPA
1566,satpdb13635,sp|P06833|PYY2_BOVIN,100.0,48,0,0,1,48,33,80,1.55e-28,99.0,SATPDB,P06833,PYY2,BOVIN
1567,satpdb13646,sp|P0C1Z8|TACB1_TACTR,100.0,42,0,0,1,42,1,42,4.59e-29,99.0,SATPDB,P0C1Z8,TACB1,TACTR
1569,satpdb13649,sp|P0C2U7|LYC2_LYCSI,100.0,18,0,0,1,18,1,18,3.13e-05,37.4,SATPDB,P0C2U7,LYC2,LYCSI
1571,satpdb13660,sp|P85028|CRYPT_CRYDU,100.0,24,0,0,1,24,1,24,9.28e-09,46.6,SATPDB,P85028,CRYPT,CRYDU
1572,satpdb13676,sp|P0C8T8|ES1HA_ODOHO,89.1,46,5,0,1,46,1,46,7.92e-25,88.6,SATPDB,P0C8T8,ES1HA,ODOHO
1589,satpdb13711,sp|P83429|SPHE1_APTPA,97.4,38,1,0,1,38,1,38,9.59e-25,87.8,SATPDB,P83429,SPHE1,APTPA
1597,satpdb13756,sp|P69020|AUR31_RANRN,100.0,17,0,0,1,17,1,17,1.05e-05,38.5,SATPDB,P69020,AUR31,RANRN
1602,satpdb13770,sp|P84156|DEFN_ARCDE,97.7,44,1,0,1,44,1,44,1.32e-31,105.0,SATPDB,P84156,DEFN,ARCDE
1607,satpdb13799,sp|P0C2U7|LYC2_LYCSI,100.0,17,0,0,1,17,1,17,0.000489,34.3,SATPDB,P0C2U7,LYC2,LYCSI
1608,satpdb13834,sp|P84156|DEFN_ARCDE,95.5,44,2,0,1,44,1,44,5.4e-31,103.0,SATPDB,P84156,DEFN,ARCDE
1613,satpdb13877,sp|C0HL85|PNGK_PANCL,100.0,25,0,0,1,25,1,25,8.68e-12,54.3,SATPDB,C0HL85,PNGK,PANCL
1615,satpdb13879,sp|P0DQJ9|B1SPA_LITST,87.5,24,3,0,1,24,1,24,2.19e-07,43.1,SATPDB,P0DQJ9,B1SPA,LITST
1640,satpdb13899,sp|Q2UXR2|LDN3_ODOLI,100.0,33,0,0,1,33,43,75,4.33e-14,61.6,SATPDB,Q2UXR2,LDN3,ODOLI
1650,satpdb13902,sp|P56872|CYLA_PSYLO,100.0,31,0,0,1,31,1,31,9.48e-18,69.7,SATPDB,P56872,CYLA,PSYLO
1675,satpdb13917,sp|Q7M1F2|DEF1_CLITE,98.0,49,1,0,1,49,1,49,8.3e-37,119.0,SATPDB,Q7M1F2,DEF1,CLITE
1700,satpdb14011,sp|Q2UXR1|LDN4_ODOLI,94.6,37,2,0,1,37,42,78,5.23e-19,74.3,SATPDB,Q2UXR1,LDN4,ODOLI
1725,satpdb14012,sp|Q58T42|M4H34_BOMMX,77.8,27,6,0,1,27,44,70,2e-06,43.1,SATPDB,Q58T42,M4H34,BOMMX
1744,satpdb14019,sp|B3A0M3|B2JD_ODOJI,100.0,33,0,0,1,33,1,33,2.09e-15,63.9,SATPDB,B3A0M3,B2JD,ODOJI
1768,satpdb14054,sp|P86895|AMP1_LIPSI,100.0,17,0,0,1,17,2,18,0.000984,33.5,SATPDB,P86895,AMP1,LIPSI
1769,satpdb14076,sp|P15515|HIS1_HUMAN,100.0,38,0,0,1,38,20,57,2.84e-22,82.0,SATPDB,P15515,HIS1,HUMAN
1771,satpdb14077,sp|P55897|H2A_BUFGR,100.0,39,0,0,1,39,1,39,3.9e-20,76.3,SATPDB,P55897,H2A,BUFGR
1796,satpdb14108,sp|P86019|RAN2R_PELRI,94.1,17,1,0,1,17,1,17,1.49e-05,38.1,SATPDB,P86019,RAN2R,PELRI
1797,satpdb14130,sp|P86528|CBP3_MOROL,100.0,22,0,0,1,22,1,22,4.31e-11,52.4,SATPDB,P86528,CBP3,MOROL
1799,satpdb14159,sp|F1T152|PA2IA_ODOIS,89.7,29,3,0,1,29,42,70,8.75e-12,55.5,SATPDB,F1T152,PA2IA,ODOIS
1824,satpdb14249,sp|B6D434|CAMP_BUNFA,100.0,28,0,0,3,30,164,191,1.8e-10,54.7,SATPDB,B6D434,CAMP,BUNFA
1827,satpdb14251,sp|Q1KLX8|CAMP_HYLML,100.0,37,0,0,1,37,134,170,3.47e-18,74.7,SATPDB,Q1KLX8,CAMP,HYLML
1844,satpdb14312,sp|P82321|TERN_PSEUS,100.0,36,0,0,1,36,1,36,4.92e-24,85.9,SATPDB,P82321,TERN,PSEUS
1845,satpdb14366,sp|P86161|RN2VA_RANAR,82.1,28,5,0,1,28,1,28,4.9e-10,50.1,SATPDB,P86161,RN2VA,RANAR
1856,satpdb14370,sp|P0CH48|AMP1_SCOSU,100.0,20,0,0,1,20,2,21,1.08e-08,46.2,SATPDB,P0CH48,AMP1,SCOSU
1857,satpdb14377,sp|P0DKH8|AMP2_FAGES,100.0,40,0,0,1,40,1,40,1.12e-26,92.8,SATPDB,P0DKH8,AMP2,FAGES
1882,satpdb14378,sp|P0DTD6|DRS1_AGALE,100.0,32,0,0,1,32,1,32,2.79e-15,63.5,SATPDB,P0DTD6,DRS1,AGALE
1900,satpdb14396,sp|P85966|AMP_TRIKH,100.0,43,0,0,1,43,36,78,1.71e-28,99.8,SATPDB,P85966,AMP,TRIKH
1925,satpdb14431,sp|P18646|DEF_VIGUN,90.5,21,2,0,1,21,29,49,1.29e-09,49.7,SATPDB,P18646,DEF,VIGUN
1931,satpdb14452,sp|Q9SPL4|AMP22_MACIN,97.4,39,1,0,1,39,77,115,6.49e-13,63.2,SATPDB,Q9SPL4,AMP22,MACIN
1934,satpdb14459,sp|P82358|GOME_ACAGO,94.4,18,1,0,1,18,24,41,2.56e-07,43.9,SATPDB,P82358,GOME,ACAGO
1935,satpdb14483,sp|P34084|HIS1_MACFA,85.0,20,3,0,1,20,1,20,0.000195,36.2,SATPDB,P34084,HIS1,MACFA
1936,satpdb14486,sp|P29827|CINA_STRGV,100.0,19,0,0,1,19,60,78,3.59e-09,48.5,SATPDB,P29827,CINA,STRGV
1941,satpdb14514,sp|P07504|THN_PYRPU,90.0,20,2,0,1,20,1,20,7.69e-09,47.0,SATPDB,P07504,THN,PYRPU
1963,satpdb14517,sp|P80223|DEF7_RABIT,100.0,34,0,0,1,34,1,34,4.9400000000000004e-21,78.2,SATPDB,P80223,DEF7,RABIT
1968,satpdb14563,sp|P86896|AMP2_LIPSI,100.0,18,0,0,1,18,2,19,5.41e-06,39.3,SATPDB,P86896,AMP2,LIPSI
1969,satpdb14588,sp|P83416|VIRE_HELVI,52.6,38,18,0,1,38,2,39,1.07e-06,42.4,SATPDB,P83416,VIRE,HELVI
1971,satpdb14600,sp|Q2UXR1|LDN4_ODOLI,100.0,37,0,0,1,37,42,78,2.22e-20,77.8,SATPDB,Q2UXR1,LDN4,ODOLI
1996,satpdb14614,sp|P01504|MEL_APIFL,77.3,22,5,0,2,23,2,23,2.03e-05,38.1,SATPDB,P01504,MEL,APIFL
1999,satpdb14632,sp|P84387|XT1_XENTR,62.5,24,9,0,4,27,4,27,0.000101,36.6,SATPDB,P84387,XT1,XENTR
2000,satpdb14643,sp|Q6QLR1|GLL9_CHICK,100.0,41,0,0,1,41,27,67,2.7000000000000002e-27,95.1,SATPDB,Q6QLR1,GLL9,CHICK
2015,satpdb14665,sp|P15516|HIS3_HUMAN,95.8,24,1,0,1,24,20,43,1.44e-08,46.6,SATPDB,P15516,HIS3,HUMAN
2017,satpdb14676,sp|P80281|DRS5_PHYSA,100.0,29,0,0,1,29,1,29,0.000465,35.0,SATPDB,P80281,DRS5,PHYSA
2018,satpdb14695,sp|P85211|LEB1_GALME,100.0,42,0,0,1,42,1,42,5.21e-26,91.3,SATPDB,P85211,LEB1,GALME
2022,satpdb14701,sp|B3A0M3|B2JD_ODOJI,93.9,33,2,0,1,33,1,33,1.72e-14,61.6,SATPDB,B3A0M3,B2JD,ODOJI
2046,satpdb14709,sp|P84967|DEF6_TRIKH,100.0,46,0,0,1,46,1,46,2.6000000000000003e-32,107.0,SATPDB,P84967,DEF6,TRIKH
2071,satpdb14720,sp|P32195|PG2_PIG,100.0,16,0,0,1,16,131,146,9.61e-06,40.8,SATPDB,P32195,PG2,PIG
2075,satpdb14746,sp|P14216|PPM2_LIMPO,100.0,18,0,0,1,18,1,18,9.86e-09,46.2,SATPDB,P14216,PPM2,LIMPO
2082,satpdb14749,sp|B2MW54|DEFLO_HAELO,100.0,46,0,0,1,46,33,78,5.06e-33,110.0,SATPDB,B2MW54,DEFLO,HAELO
2083,satpdb14753,sp|P81941|PLE1_PSEAM,65.4,26,9,0,1,26,23,48,7.19e-05,37.7,SATPDB,P81941,PLE1,PSEAM
2085,satpdb14788,sp|P0C2U6|LYC1_LYCSI,100.0,18,0,0,1,18,1,18,3.13e-05,37.4,SATPDB,P0C2U6,LYC1,LYCSI
2087,satpdb14791,sp|P28794|MBP1_MAIZE,100.0,33,0,0,1,33,1,33,9.1e-19,72.4,SATPDB,P28794,MBP1,MAIZE
2088,satpdb14802,sp|P82424|WTX1B_NEOGO,100.0,25,0,0,1,25,1,25,2.05e-10,50.8,SATPDB,P82424,WTX1B,NEOGO
2092,satpdb14823,sp|P43082|HEVL_ARATH,85.0,40,6,0,1,40,27,66,6.7700000000000004e-21,82.8,SATPDB,P43082,HEVL,ARATH
2117,satpdb14889,sp|P82904|BR1SA_LITSH,100.0,24,0,0,1,24,1,24,9.63e-11,51.6,SATPDB,P82904,BR1SA,LITSH
2142,satpdb14893,sp|P61281|MLA_CAMDR,100.0,13,0,0,1,13,1,13,0.000211,35.0,SATPDB,P61281,MLA,CAMDR
2150,satpdb14974,sp|P85214|PROP1_GALME,100.0,37,0,0,1,37,1,37,1.82e-24,87.0,SATPDB,P85214,PROP1,GALME
2151,satpdb15009,sp|P82846|ES2P_LITPI,94.6,37,2,0,1,37,1,37,8.16e-19,72.8,SATPDB,P82846,ES2P,LITPI
2166,satpdb15031,sp|E1B241|BR12_AMOMA,95.8,24,1,0,1,24,47,70,1.89e-09,49.3,SATPDB,E1B241,BR12,AMOMA
2191,satpdb15057,sp|Q62714|DEF4_RAT,100.0,31,0,0,1,31,63,93,6.88e-18,71.6,SATPDB,Q62714,DEF4,RAT
2216,satpdb15077,sp|O81338|AMP1_MESCR,100.0,38,0,0,1,38,27,64,8.910000000000001e-27,93.6,SATPDB,O81338,AMP1,MESCR
2223,satpdb15119,sp|Q8GTM0|DEF_NICAL,100.0,47,0,0,1,47,26,72,8.07e-33,110.0,SATPDB,Q8GTM0,DEF,NICAL
2248,satpdb15123,sp|P84757|DEF1_PAPHA,100.0,33,0,0,1,33,1,33,3.84e-20,75.9,SATPDB,P84757,DEF1,PAPHA
2255,satpdb15137,sp|P07469|DEF1_RABIT,100.0,34,0,0,1,34,60,93,2.04e-20,78.2,SATPDB,P07469,DEF1,RABIT
2263,satpdb15171,sp|P0CJ32|ASCA8_ASCTR,100.0,19,0,0,1,19,1,19,2.82e-06,40.0,SATPDB,P0CJ32,ASCA8,ASCTR
2264,satpdb15173,sp|P0C8T8|ES1HA_ODOHO,84.8,46,7,0,1,46,1,46,1.32e-23,85.5,SATPDB,P0C8T8,ES1HA,ODOHO
2281,satpdb15191,sp|C0HL71|B2GRC_ODOGR,89.2,37,4,0,1,37,1,37,4.58e-16,65.9,SATPDB,C0HL71,B2GRC,ODOGR
2303,satpdb15211,sp|O24006|AMP_IMPBA,80.0,20,4,0,1,20,55,74,8.05e-07,44.7,SATPDB,O24006,AMP,IMPBA
2304,satpdb15244,sp|P80952|SPYY_PHYBI,100.0,23,0,0,1,23,14,36,6.16e-10,49.7,SATPDB,P80952,SPYY,PHYBI
2329,satpdb15263,sp|A0A219CM62|BMN7O_BOMOR,100.0,27,0,0,1,27,44,70,1.62e-09,51.2,SATPDB,A0A219CM62,BMN7O,BOMOR
2354,satpdb15307,sp|P82320|DEF6_MACMU,100.0,32,0,0,1,32,63,94,5.2e-18,72.0,SATPDB,P82320,DEF6,MACMU
2365,satpdb15317,sp|P80397|GGN3_GLARU,100.0,33,0,0,1,33,1,33,1.42e-13,59.3,SATPDB,P80397,GGN3,GLARU
2367,satpdb15327,sp|P39084|RLXN_LITCT,100.0,20,0,0,1,20,47,66,2.72e-07,43.5,SATPDB,P39084,RLXN,LITCT
2370,satpdb15353,sp|Q24395|MTK_DROME,96.0,25,1,0,1,25,28,52,1.37e-11,54.3,SATPDB,Q24395,MTK,DROME
2371,satpdb15354,sp|P83081|M2H1_BOMMX,100.0,27,0,0,1,27,44,70,7.84e-11,54.7,SATPDB,P83081,M2H1,BOMMX
2396,satpdb15382,sp|P46156|GLL1_CHICK,100.0,39,0,0,1,39,26,64,2.26e-25,90.1,SATPDB,P46156,GLL1,CHICK
2403,satpdb15418,sp|P06881|CALCA_HUMAN,100.0,37,0,0,1,37,83,119,2.87e-20,79.0,SATPDB,P06881,CALCA,HUMAN
2428,satpdb15433,sp|Q62713|DEF3A_RAT,100.0,29,0,0,1,29,59,87,3.6e-16,67.0,SATPDB,Q62713,DEF3A,RAT
2446,satpdb15444,sp|C0HL73|NIG2B_ODOGR,100.0,21,0,0,1,21,1,21,5.6e-09,47.0,SATPDB,C0HL73,NIG2B,ODOGR
2451,satpdb15447,sp|P84966|DEF5_TRIKH,100.0,46,0,0,1,46,1,46,7.46e-32,106.0,SATPDB,P84966,DEF5,TRIKH
2476,satpdb15464,sp|E1AWD3|B1CG4_AMOCU,87.5,24,3,0,1,24,48,71,4.25e-06,40.8,SATPDB,E1AWD3,B1CG4,AMOCU
2479,satpdb15478,sp|P82066|MCU11_RANGE,95.5,22,0,1,1,22,1,21,2.68e-05,37.7,SATPDB,P82066,MCU11,RANGE
2481,satpdb15498,sp|P83240|NDB31_PANIM,100.0,24,0,0,1,24,1,24,9.63e-11,51.6,SATPDB,P83240,NDB31,PANIM
2484,satpdb15500,sp|P55788|THAN_PODMA,100.0,21,0,0,1,21,1,21,2.38e-10,50.4,SATPDB,P55788,THAN,PODMA
2485,satpdb15543,sp|C0HJU9|LYT1_LYCER,100.0,25,0,0,1,25,1,25,2.05e-10,50.8,SATPDB,C0HJU9,LYT1,LYCER
2487,satpdb15553,sp|Q1KLX4|CAMP_TRAOB,100.0,37,0,0,1,37,134,170,1.74e-18,75.5,SATPDB,Q1KLX4,CAMP,TRAOB
2506,satpdb15575,sp|E7EKE0|B2H2A_ODOHA,90.9,33,3,0,1,33,43,75,5.05e-13,58.9,SATPDB,E7EKE0,B2H2A,ODOHA
2518,satpdb15652,sp|P83653|ALO3_ACRLO,100.0,36,0,0,1,36,1,36,8.47e-25,87.8,SATPDB,P83653,ALO3,ACRLO
2524,satpdb15695,sp|Q58T42|M4H34_BOMMX,77.8,27,6,0,1,27,44,70,2e-06,43.1,SATPDB,Q58T42,M4H34,BOMMX
2543,satpdb15701,sp|P41964|DMYC_DROME,88.6,44,5,0,1,44,27,70,1.7100000000000001e-29,100.0,SATPDB,P41964,DMYC,DROME
2554,satpdb15722,sp|Q1JS92|RN2VA_ODOVE,82.1,28,5,0,1,28,44,71,4.94e-11,53.5,SATPDB,Q1JS92,RN2VA,ODOVE
2577,satpdb15764,sp|P82839|ES2B_LITBE,100.0,37,0,0,1,37,1,37,9.9e-20,75.1,SATPDB,P82839,ES2B,LITBE
2601,satpdb15787,sp|Q8TAX7|MUC7_HUMAN,100.0,20,0,0,1,20,21,40,1.83e-05,40.8,SATPDB,Q8TAX7,MUC7,HUMAN
2602,satpdb15790,sp|Q962A7|PEN4D_PENST,100.0,47,0,0,1,47,20,66,1.1200000000000001e-32,108.0,SATPDB,Q962A7,PEN4D,PENST
